UserID,arrival_hour,departure_hour,duration_hours,energy_kwh,v2g_available,session_count,cluster
0,14.943428517098216,13.574715557950116,2.7027799786602436,16.63274617310557,0.029696066934998256,31553,afternoon_charger
1,11.394495412844037,12.128440366972477,5.5703363914373085,35.8954128440367,0.01834862385321101,109,morning_charger
2,15.268292682926829,17.0,2.8540650406504064,19.683170731707317,0.0,41,afternoon_charger
3,16.085714285714285,17.514285714285716,2.794285714285714,22.888,0.0,35,afternoon_charger
4,15.713450292397662,15.432748538011696,2.6880116959064324,15.885438596491227,0.04093567251461988,171,afternoon_charger
5,16.5,11.5,7.0,14.5,0.5,2,afternoon_charger
6,16.037735849056602,11.339622641509434,4.832389937106918,37.90867924528302,0.0,53,afternoon_charger
7,16.424657534246574,17.027397260273972,3.964611872146119,19.575068493150685,0.0136986301369863,73,afternoon_charger
8,16.28,18.248,3.1096,11.876479999999999,0.144,125,afternoon_charger
9,16.624309392265193,17.171270718232044,0.5294659300184161,12.771381215469612,0.0,181,afternoon_charger
10,12.736842105263158,13.736842105263158,2.149122807017544,13.692105263157893,0.0,19,afternoon_charger
11,14.30188679245283,14.971698113207546,0.6144654088050314,14.720377358490564,0.0,106,afternoon_charger
12,13.91304347826087,14.521739130434783,0.675,18.606521739130436,0.0,46,afternoon_charger
13,16.142857142857142,12.26984126984127,5.078042328042328,31.646349206349207,0.09523809523809523,63,afternoon_charger
14,14.5625,15.9375,1.5885416666666667,17.89125,0.0,32,afternoon_charger
15,15.138248847926267,16.13364055299539,2.544393241167435,8.547834101382488,0.018433179723502304,217,afternoon_charger
16,16.26923076923077,17.653846153846153,1.357051282051282,9.212307692307693,0.0,26,afternoon_charger
17,17.483870967741936,17.387096774193548,0.656989247311828,16.78274193548387,0.0,62,afternoon_charger
18,16.82857142857143,16.514285714285716,1.4795238095238095,19.037285714285712,0.0,70,afternoon_charger
19,13.846153846153847,14.461538461538462,0.6012820512820513,21.134615384615383,0.0,13,afternoon_charger
20,15.145985401459853,16.905109489051096,1.9045012165450124,11.685620437956205,0.0072992700729927005,137,afternoon_charger
21,14.414634146341463,16.341463414634145,2.453658536585366,12.793658536585365,0.024390243902439025,41,afternoon_charger
22,14.73469387755102,15.306122448979592,2.4149659863945576,8.29142857142857,0.02040816326530612,49,afternoon_charger
23,13.592592592592593,15.296296296296296,1.7830246913580245,11.781851851851853,0.0,54,afternoon_charger
24,13.214285714285714,13.5,1.1202380952380953,15.907499999999999,0.03571428571428571,28,afternoon_charger
25,10.0,10.666666666666666,0.4277777777777778,7.773333333333333,0.0,3,morning_charger
26,15.166666666666666,15.0,2.877083333333333,25.583333333333332,0.0,24,afternoon_charger
27,14.542056074766355,16.08411214953271,1.5538940809968849,9.016542056074766,0.009345794392523364,107,afternoon_charger
28,16.154761904761905,16.44047619047619,0.8609126984126984,18.709999999999997,0.0,84,afternoon_charger
29,16.28921568627451,18.019607843137255,1.7433823529411763,11.478529411764706,0.0,204,afternoon_charger
30,15.861538461538462,16.05128205128205,0.7226495726495726,29.90830769230769,0.0,195,afternoon_charger
31,14.733711048158641,15.997167138810198,1.6432483474976394,5.5537110481586405,0.0084985835694051,353,afternoon_charger
32,10.21505376344086,12.591397849462366,2.354301075268817,17.471182795698923,0.0,93,morning_charger
33,15.016949152542374,16.016949152542374,1.4177966101694917,14.20271186440678,0.0,59,afternoon_charger
34,13.228571428571428,13.514285714285714,0.38857142857142857,15.008,0.0,35,afternoon_charger
35,14.342857142857143,11.257142857142858,3.06,24.078285714285716,0.05714285714285714,35,afternoon_charger
36,8.556666666666667,11.176666666666666,2.603111111111111,18.135833333333334,0.0,300,morning_charger
37,15.25925925925926,16.012345679012345,0.7617283950617283,19.912592592592592,0.012345679012345678,81,afternoon_charger
38,16.4792899408284,12.804733727810651,6.83224852071006,6.167455621301775,0.5502958579881657,169,afternoon_charger
39,16.333333333333332,13.333333333333334,4.5,8.459999999999999,0.3333333333333333,3,afternoon_charger
